# RA Dec
2.012017060000000157e+01 2.543679999999999830e-01
3.248662108999999987e+02 -1.482559999999999989e-01
3.307173159999999967e+01 5.745029999999999859e-01
1.357670780000000121e+01 1.224771999999999972e+00
3.331342162999999914e+02 5.520800000000000152e-01
5.430395099999999253e+00 1.144515900000000030e+00
3.451349640000000107e+01 1.580769999999999953e-01
4.377470779999999451e+01 2.463380000000000014e-01
3.390520020000000159e+02 3.302300000000000235e-01
1.169970990000000022e+01 -1.048479999999999968e-01
4.847426989999999591e+01 -1.112147199999999891e+00
5.366190000000000460e+00 1.072305199999999958e+00
3.594729918999999541e+02 -8.094430000000000236e-01
3.456832886000000258e+02 1.045483799999999963e+00
2.554498290000000083e+01 -1.041222199999999987e+00
3.471333922999999686e+02 4.416590000000000238e-01
3.424302063000000089e+02 -7.850100000000000133e-02
3.118379517000000192e+02 -4.638430000000000053e-01
3.591073913999999832e+02 7.724439999999999085e-01
5.613831709999999475e+01 -7.364848000000000505e-01
5.794644170000000116e+01 -6.176139999999999963e-01
3.264012146000000030e+02 -5.955829999999999735e-01
3.124978333000000248e+02 8.001699999999999369e-01
3.096292113999999742e+02 -8.633360000000001033e-01
5.974184040000000095e+01 2.400059999999999971e-01
1.706391910000000323e+01 -3.008040000000000158e-01
3.301625061000000301e+02 -5.244439999999999102e-01
4.175973129999999855e+01 -3.576840000000000019e-01
3.151887816999999927e+02 3.704230000000000023e-01
3.591073913999999832e+02 7.724439999999999085e-01
4.003853610000000174e+01 -1.111774999999999958e+00
3.227547913000000221e+02 3.997979999999999867e-01
2.624239349999999860e+01 6.938640000000000363e-01
1.937137600000000148e+01 3.635019999999999918e-01
3.307173159999999967e+01 5.745029999999999859e-01
3.185407103999999663e+02 9.626350000000000184e-01
2.412173500000000193e+00 1.713790000000000036e-01
1.307526020000000067e+01 2.828999999999999848e-01
3.452403563999999960e+02 -3.507179999999999742e-01
3.173339538999999832e+02 2.301099999999999812e-01
3.217070006999999805e+02 2.686729999999999952e-01
2.113647459999999967e+01 3.843820000000000014e-01
3.578610840000000053e+02 -4.874919999999999809e-01
5.398492809999999764e+01 -4.070750000000000202e-01
2.958238030000000052e+01 -2.061429999999999929e-01
3.199997863999999481e+02 1.193751000000000007e+00
3.196540833000000248e+02 -1.065271999999999997e+00
2.166331669999999932e+01 1.106889000000000012e+00
1.728898050000000097e+01 -1.175195199999999884e+00
3.124544372999999950e+02 4.372789999999999733e-01
3.577138977000000182e+02 -8.457100000000000728e-02
2.527110669999999715e+01 -9.078100000000000058e-02
2.685768699999999853e+01 -4.545010000000000439e-01
3.455512084999999729e+02 -4.074300000000000144e-01
5.822881700000000649e+01 1.209130000000000038e+00
1.866925050000000041e+01 -4.825409999999999977e-01
3.207166748000000212e+02 6.085770000000000346e-01
4.247661970000000764e+01 6.150869999999999393e-01
5.603439709999999963e+01 -5.182970000000000077e-01
3.483168029999999931e+02 9.643440000000000900e-01
3.509808350000000132e+02 5.972680000000000211e-01
2.637594500000000064e+00 -2.434590000000000087e-01
2.238281630000000177e+01 2.138530000000000153e-01
3.150729064999999878e+02 3.772590000000000110e-01
3.134318848000000344e+02 2.156739999999999768e-01
2.624239349999999860e+01 6.938640000000000363e-01
2.250732800000000111e+01 1.051539999999999919e+00
3.124604492000000278e+02 -9.457030000000000713e-01
2.224528310000000175e+01 -7.148799999999999599e-02
4.377470779999999451e+01 2.463380000000000014e-01
3.449232483000000116e+02 -7.141261999999999333e-01
3.956473920000000533e+01 -1.707120000000000026e-01
5.610799029999999021e+01 -7.637500000000000400e-01
3.540838317999999845e+02 -2.964130000000000376e-01
3.149209595000000377e+02 -1.405819999999999848e-01
4.205593110000000223e+01 2.848399999999999821e-01
1.736111260000000200e+01 -3.413959999999999773e-01
3.085281676999999831e+02 1.536700000000000010e-01
4.058031849999999707e+01 -5.165950000000000264e-01
1.815563960000000066e+01 3.249589999999999979e-01
3.025823019999999630e+01 9.968420000000000059e-01
3.203827819999999633e+02 7.171300000000000452e-01
3.260012512000000129e+02 1.084096999999999866e+00
2.250732800000000111e+01 1.051539999999999919e+00
3.514859619000000066e+02 9.440601999999999050e-01
3.578610840000000053e+02 -4.874919999999999809e-01
3.497552185000000122e+02 -8.304650000000000087e-01
3.213114014000000225e+02 -6.945000000000000062e-01
3.548677368000000456e+02 9.851280000000001147e-01
1.601128960000000134e+01 -1.086101199999999878e+00
3.214302063000000089e+02 6.002529999999999255e-01
4.833226009999999917e+01 1.133811000000000124e+00
3.211676941000000056e+02 1.055166999999999966e+00
2.127058980000000332e+01 -1.505130000000000079e-01
3.226108093000000281e+02 5.891450000000000298e-01
3.273700867000000017e+02 -5.322229000000000543e-01
3.577138977000000182e+02 -8.457100000000000728e-02
3.224440918000000238e+02 -8.373309999999999365e-01
5.430395099999999253e+00 1.144515900000000030e+00
3.194529418999999848e+02 -4.690310000000000312e-01
2.323584939999999932e+01 9.849400000000001210e-02
2.000276100000000223e+00 -5.943999999999999631e-03
7.956369900000001216e+00 6.284009999999999874e-01
1.822801969999999727e+01 -4.248799999999999799e-02
3.126168518000000063e+02 3.906000000000000184e-03
3.168913878999999838e+02 -9.327270000000000838e-01
1.644609069999999917e+01 -8.194100000000000827e-01
3.125198975000000132e+02 -5.572100000000000664e-02
3.355577393000000370e+02 -5.335199999999999665e-02
1.127309890000000081e+01 5.285330000000000306e-01
3.371734923999999864e+02 3.716150000000000286e-01
3.224233398000000079e+02 -1.626080000000000025e-01
3.274523009999999772e+02 4.792290000000000161e-01
3.178752136000000519e+02 -6.079839999999999689e-01
3.350497131000000195e+02 1.387009999999999910e-01
3.538153992000000017e+02 1.091184300000000107e+00
3.088453978999999663e+02 1.184215999999999935e+00
3.100638428000000317e+02 7.931620000000000337e-01
3.187636107999999808e+02 6.601339999999999986e-01
3.516348876999999788e+02 -8.196879999999999722e-01
3.385895691000000056e+02 -3.355839999999999934e-01
3.121443176000000221e+02 -4.112409999999999677e-01
3.573172913000000221e+02 1.214862000000000108e+00
3.805449680000000257e+01 2.583559999999999746e-01
4.234334559999999925e+01 -2.587239999999999540e-01
2.113647459999999967e+01 3.843820000000000014e-01
2.166331669999999932e+01 1.106889000000000012e+00
3.089142151000000354e+02 -1.010339999999999988e-01
3.182853087999999957e+02 -9.991989999999999483e-01
1.706391910000000323e+01 -3.008040000000000158e-01
3.449946898999999689e+02 -1.871059999999999945e-01
2.411873049999999807e+01 -6.717579999999999663e-01
1.888981629999999967e+01 4.044110000000000205e-01
3.220318909000000076e+02 -2.497780000000000278e-01
3.136557006999999544e+02 6.629799999999999582e-02
1.357670780000000121e+01 1.224771999999999972e+00
1.924562069999999991e+01 4.498689999999999634e-01
1.078717900000000007e+01 1.205268000000000006e+00
3.371734923999999864e+02 3.716150000000000286e-01
3.190047913000000221e+02 1.899520000000000097e-01
3.216165540000000078e+01 1.184222200000000003e+00
2.779351899999999986e+00 -4.607899999999999774e-01
2.000276100000000223e+00 -5.943999999999999631e-03
4.898353960000000029e+01 -5.367189999999999461e-01
3.208363953000000492e+02 4.154340000000000255e-01
3.208363953000000492e+02 4.154340000000000255e-01
3.118379517000000192e+02 -4.638430000000000053e-01
3.197236938000000350e+02 4.788760000000000239e-01
3.911844250000000045e+01 7.122758000000001255e-01
2.726735689999999579e+01 6.166709999999999692e-01
4.421922299999999950e+01 -1.446020000000000083e-01
3.277883911000000126e+02 9.052440000000000486e-01
3.253458861999999954e+02 -2.280189999999999995e-01
2.739635660000000073e+01 8.912999999999999812e-01
3.125690002000000050e+02 -9.613399999999999723e-01
3.300172119000000066e+02 6.208069999999999977e-01
3.194996070000000188e+01 7.931759999999999922e-01
3.111146544999999719e+02 -9.134322000000000275e-01
1.915664899999999671e+00 1.142650699999999908e+00
3.266658019999999851e+02 -5.769600000000000423e-02
3.111053162000000043e+02 1.109297999999999895e+00
3.253458861999999954e+02 -2.280189999999999995e-01
3.102348938000000089e+02 1.159450000000000064e-01
3.484758000000000067e+01 1.070379000000000191e+00
3.185407103999999663e+02 9.626350000000000184e-01
1.278363899999999909e+01 1.546049999999999924e-01
1.706391910000000323e+01 -3.008040000000000158e-01
5.479370120000000099e+01 4.879590000000000316e-01
3.198710021999999640e+02 -4.232830000000000203e-01
3.085281676999999831e+02 1.536700000000000010e-01
3.477507018999999673e+02 1.203300199999999931e+00
3.217647095000000377e+02 6.043870000000000076e-01
3.197042541999999798e+02 3.552649999999999975e-01
3.287440186000000040e+02 -5.381229999999999070e-01
7.106652300000000366e+00 5.833880000000000177e-01
3.265358886999999868e+02 -1.125678899999999816e+00
3.589933779999999786e+01 3.977340000000000320e-01
5.807249829999999946e+01 5.067420000000000258e-01
3.990473939999999686e+01 -1.402019999999999933e-01
2.411873049999999807e+01 -6.717579999999999663e-01
2.000276100000000223e+00 -5.943999999999999631e-03
3.986892700000000289e+00 -1.037937000000000110e+00
3.211676941000000056e+02 1.055166999999999966e+00
3.221493149999999872e+01 -7.389199999999999935e-02
3.286046143000000370e+02 7.553630000000000067e-01
3.211148986999999693e+02 6.973380000000000134e-01
3.149144896999999901e+02 -1.111464999999999925e+00
3.094970397999999818e+02 1.241385199999999855e+00
3.140972899999999868e+02 5.955660000000000398e-01
6.712096199999999513e+00 5.742829000000000406e-01
3.357795105000000149e+02 6.522180000000000755e-01
3.137115172999999686e+02 -4.367350000000000398e-01
3.297495117000000278e+02 -1.159726999999999952e+00
4.308558649999999801e+01 4.597510000000000208e-01
3.824073789999999917e+01 -5.369548000000000654e-01
1.255740830000000052e+01 -4.129100000000000548e-01
3.986892700000000289e+00 -1.037937000000000110e+00
1.127309890000000081e+01 5.285330000000000306e-01
3.302990111999999954e+02 5.741069999999999229e-01
4.116585160000000343e+01 -2.743909999999999960e-01
3.526088867000000278e+02 -1.495630000000000015e-01
3.281650084999999990e+02 -6.144330000000000069e-01
1.874326319999999768e+01 1.190882999999999914e+00
3.323817439999999834e+01 6.951729999999999299e-01
3.522000122000000033e+02 1.237236000000000002e+00
3.122797545999999898e+02 4.689109999999999667e-01
2.000276100000000223e+00 -5.943999999999999631e-03
3.536813965000000053e+02 1.506849999999999856e-01
3.197759093999999322e+02 1.020318999999999976e+00
3.353642882999999983e+02 9.371561999999999948e-01
3.341967162999999914e+02 -2.227570000000000106e-01
4.192986679999999211e+01 -8.289500000000001034e-02
1.163555899999999976e+00 -5.292989999999999640e-01
1.417376039999999904e+01 1.009878900000000135e+00
3.101032103999999663e+02 1.200637199999999849e+00
3.141767578000000185e+02 -1.797650000000000081e-01
3.903886029999999607e+01 -7.156999999999999300e-03
1.002528189999999952e+01 -1.130694000000000088e+00
1.736024670000000114e+01 1.066687899999999800e+00
3.250903015000000096e+02 -9.596719999999999695e-01
3.342537841999999841e+02 9.428999999999999604e-01
3.165833435000000122e+02 -8.873940000000000161e-01
3.211148986999999693e+02 6.973380000000000134e-01
3.444860840000000053e+02 2.166079999999999950e-01
3.454678729999999831e+01 -3.193929999999999825e-01
3.577138977000000182e+02 -8.457100000000000728e-02
3.152618103000000360e+02 -1.010650000000000021e-01
3.990333940000000013e+01 -3.256900000000000073e-02
3.175250853999999663e+02 -7.693860000000000143e-01
3.243887328999999795e+02 -5.271430000000000282e-01
3.423868408000000159e+02 6.846369999999999401e-01
3.426666564999999878e+02 8.081142000000000047e-01
3.530578308000000334e+02 -9.089719999999998912e-01
3.096064147999999818e+02 2.478340000000000265e-01
3.580100098000000344e+02 -1.755220000000000113e-01
3.596057128999999577e+02 -5.196129999999999916e-01
3.572766879999999645e+01 -6.796769000000000283e-01
2.448829999999999896e-01 5.862758000000001246e-01
5.613997270000000839e+01 9.234412000000000731e-01
3.222543944999999894e+02 -2.416320000000000134e-01
2.278408999999999907e+01 8.800719999999999654e-01
5.384716029999999876e+01 -3.677630000000000066e-01
3.112578430000000367e+02 1.021202199999999838e+00
3.134996033000000466e+02 -1.234415899999999899e+00
3.116923522999999818e+02 4.703510000000000191e-01
5.734164429999999868e+01 9.218360000000000998e-01
3.170129088999999567e+02 -9.620379999999999487e-01
3.766483689999999740e+01 2.117639999999999800e-01
3.446838378999999577e+02 5.114159999999999817e-01
3.523043823000000430e+02 -1.850880000000000025e-01
3.397237853999999970e+02 5.779710000000000125e-01
3.456832886000000258e+02 1.045483799999999963e+00
4.377470779999999451e+01 2.463380000000000014e-01
1.937137600000000148e+01 3.635019999999999918e-01
1.866925050000000041e+01 -4.825409999999999977e-01
3.516706543000000238e+02 -2.297719999999999763e-01
5.613997270000000839e+01 9.234412000000000731e-01
3.371734923999999864e+02 3.716150000000000286e-01
2.266020010000000084e+01 1.448009999999999853e-01
5.876482389999999612e+01 9.199920000000000320e-01
9.625177400000000105e+00 1.046245199999999986e+00
2.239266010000000406e+01 4.745909999999999851e-01
3.156387023999999997e+02 3.288929999999999909e-01
4.665969800000000056e+00 -2.175310000000000021e-01
3.565883483999999726e+02 -5.498022000000000187e-01
1.061555000000000071e+01 -1.109710899999999834e+00
2.560334010000000049e+01 -9.966299999999999049e-01
3.532294006000000195e+02 -6.600869999999999793e-01
3.295170898000000079e+02 1.002504900000000143e+00
4.824069599999999980e+01 3.839639999999999720e-01
1.226333140000000022e+01 -8.187560000000000393e-01
3.565883483999999726e+02 -5.498022000000000187e-01
3.168724976000000311e+02 -1.269770000000000065e-01
3.149201010000000167e+01 -9.764399999999999746e-01
3.597481078999999795e+02 1.076046199999999953e+00
3.260750122000000033e+02 -1.239522000000000013e+00
3.309406127999999967e+02 9.880370000000000541e-01
3.583967896000000337e+02 6.386990000000000167e-01
3.320086974999999825e+02 2.041280000000000039e-01
3.215458983999999987e+02 7.709289999999999754e-01
3.583967896000000337e+02 6.386990000000000167e-01
5.613831709999999475e+01 -7.364848000000000505e-01
2.000276100000000223e+00 -5.943999999999999631e-03
2.000276100000000223e+00 -5.943999999999999631e-03
3.300007018999999673e+02 1.240703000000000111e+00
3.182390136999999868e+02 -1.235282999999999909e+00
3.273424987999999871e+02 5.704120000000000301e-01
3.527270813000000089e+02 3.313170000000000281e-01
3.456832886000000258e+02 1.045483799999999963e+00
3.399062194999999633e+02 7.638270000000000337e-01
3.410666198999999779e+02 2.007430000000000048e-01
2.637594500000000064e+00 -2.434590000000000087e-01
3.444855651999999964e+02 1.585690000000000155e-01
1.561462969999999828e+01 8.602659999999999751e-01
3.307785033999999769e+02 1.335890000000000133e-01
3.486546021000000337e+02 -6.368560000000000887e-01
1.815563960000000066e+01 3.249589999999999979e-01
3.763388399999999745e+00 -1.756689999999999918e-01
3.565368958000000248e+02 1.065845999999999849e+00
5.102309799999999740e+01 2.020000000000000129e-01
1.439842030000000150e+01 -8.751459999999998685e-01
2.263173289999999938e+01 1.074298999999999893e+00
3.569593811000000301e+02 1.569730000000000014e-01
8.321713400000000149e+00 2.719010000000000038e-01
3.098453978999999663e+02 3.041920000000000179e-01
3.265563965000000053e+02 -1.051111000000000129e+00
2.527110669999999715e+01 -9.078100000000000058e-02
3.257386168999999541e+02 1.090775000000000050e+00
3.309406127999999967e+02 9.880370000000000541e-01
2.560334010000000049e+01 -9.966299999999999049e-01
3.281394958000000202e+02 -9.300940000000000873e-01
3.456832886000000258e+02 1.045483799999999963e+00
2.560334010000000049e+01 -9.966299999999999049e-01
3.118379517000000192e+02 -4.638430000000000053e-01
3.438793944999999894e+02 -7.328069000000000388e-01
4.828026580000000223e+01 -3.937640000000000029e-01
2.224528310000000175e+01 -7.148799999999999599e-02
3.533626098999999954e+02 8.195389999999999064e-01
1.163555899999999976e+00 -5.292989999999999640e-01
3.141113586000000168e+02 1.360630000000000173e-01
3.145037841999999841e+02 9.418412000000000450e-01
3.134526978000000099e+02 -1.125451800000000002e+00
3.357795105000000149e+02 6.522180000000000755e-01
2.671594999999999942e+01 -8.559409999999999519e-01
3.450506896999999640e+02 1.116857999999999906e+00
3.577138977000000182e+02 -8.457100000000000728e-02
3.475034484999999904e+02 -8.783400000000000929e-02
1.696048930000000254e+01 3.457449999999999690e-01
3.476260985999999775e+02 -9.627000000000000002e-01
5.365301130000000285e+01 9.815580000000000416e-01
4.247661970000000764e+01 6.150869999999999393e-01
3.523043823000000430e+02 -1.850880000000000025e-01
2.875004009999999965e+01 -6.894239999999999258e-01
3.211676941000000056e+02 1.055166999999999966e+00
1.392508899999999938e+00 -7.921487999999999863e-01
3.596498108000000116e+02 3.985589999999999966e-01
2.126704980000000234e+01 -8.909928999999999766e-01
2.412173500000000193e+00 1.713790000000000036e-01
8.572878799999999799e+00 5.166778000000000759e-01
3.413508301000000529e+02 -1.022182900000000005e+00
3.402554931999999894e+02 6.258850000000000247e-01
4.815404509999999760e+01 -1.228641000000000094e+00
3.449357909999999947e+02 6.762100000000000888e-01
1.255740830000000052e+01 -4.129100000000000548e-01
4.835411069999999967e+01 -9.634091999999998546e-01
3.219413146999999640e+02 -3.556710000000000149e-01
3.409666138000000046e+02 1.164204000000000017e+00
2.887221909999999880e+01 -1.102114199999999933e+00
5.292789839999999657e+01 3.490010000000000057e-01
3.088559569999999894e+02 -7.579600000000000781e-01
3.991856770000000409e+01 5.443180000000000796e-01
2.058391950000000037e+01 -1.099015999999999993e+00
3.143793944999999894e+02 -3.948380000000000223e-01
3.166528931000000284e+02 -1.917079999999999895e-01
7.759989999999999943e-01 -8.251110000000000388e-01
3.049658010000000274e+01 6.769420000000000437e-01
4.377470779999999451e+01 2.463380000000000014e-01
3.426250916000000188e+02 -4.175329999999999875e-01
5.802449800000000124e+01 7.734739999999999949e-01
4.349049760000000475e+01 -6.909399999999999986e-01
2.156102749999999801e+01 -1.047163999999999984e+00
7.541917800000000227e+00 -9.583011999999998531e-01
6.091849800000000315e+00 7.696399999999999908e-01
2.411873049999999807e+01 -6.717579999999999663e-01
3.103849182000000155e+02 1.011125199999999946e+00
3.173262938999999960e+02 7.037860000000000227e-01
4.247661970000000764e+01 6.150869999999999393e-01
3.422505189999999686e+01 4.143779999999999686e-01
8.313364999999999227e+00 -7.226598000000000743e-01
4.096163939999999570e+01 -9.691739999999999799e-01
2.655432509999999979e+01 -2.857210000000000027e-01
3.172041016000000013e+02 -7.399008000000000251e-01
3.404037476000000311e+02 9.471231999999999429e-01
1.706391910000000323e+01 -3.008040000000000158e-01
3.523043823000000430e+02 -1.850880000000000025e-01
1.163555899999999976e+00 -5.292989999999999640e-01
3.591073913999999832e+02 7.724439999999999085e-01
4.169991000000000447e+00 4.496840000000000281e-01
2.025304989999999705e+01 -2.552789999999999782e-01
8.603089300000000605e+00 8.631621999999999906e-01
4.994526670000000479e+01 1.005209999999999937e+00
3.093550415000000271e+02 -3.909770000000000190e-01
2.616120910000000066e+01 -1.221598999999999879e+00
3.471333922999999686e+02 4.416590000000000238e-01
3.133003845000000069e+02 8.202969000000001065e-01
4.048813629999999364e+01 1.176619999999999888e-01
3.523043823000000430e+02 -1.850880000000000025e-01
4.665969800000000056e+00 -2.175310000000000021e-01
5.959286879999999798e+01 1.168338199999999993e+00
3.192626647999999818e+02 -3.741340000000000221e-01
9.587562599999998270e+00 7.928720000000000212e-01
3.159299621999999772e+02 1.819220000000000004e-01
3.196540833000000248e+02 -1.065271999999999997e+00
3.097264098999999646e+02 7.657909999999999995e-01
3.475034484999999904e+02 -8.783400000000000929e-02
5.613831709999999475e+01 -7.364848000000000505e-01
3.121582031000000370e+02 -5.595691999999998778e-01
3.385895691000000056e+02 -3.355839999999999934e-01
3.354902038999999832e+02 1.174220999999999959e+00
4.247661970000000764e+01 6.150869999999999393e-01
5.769733050000000674e+01 6.315900000000000680e-02
3.387818909000000076e+02 -9.355090000000000350e-01
2.607956900000000022e+00 9.132379999999998832e-01
3.540838317999999845e+02 -2.964130000000000376e-01
5.027130129999999752e+01 -1.177190000000000042e-01
3.184797973999999954e+02 -8.120900000000000341e-02
8.238029499999999672e+00 1.087260000000000032e-01
4.851849749999999517e+01 -6.631401999999999575e-01
3.471333922999999686e+02 4.416590000000000238e-01
5.384716029999999876e+01 -3.677630000000000066e-01
3.271732178000000317e+02 -8.116109999999999713e-01
3.413494873000000212e+02 1.016890000000000072e+00
3.448448485999999775e+02 6.304429999999999756e-01
2.576277000000000150e+00 -1.167877899999999913e+00
1.287702849999999977e+01 6.972239999999999549e-01
3.346342162999999914e+02 -7.949578000000000477e-01
3.159562073000000169e+02 1.022038900000000083e+00
3.360380549999999999e+01 8.263747999999999649e-01
3.583967896000000337e+02 6.386990000000000167e-01
3.156638488999999481e+02 -2.347719999999999807e-01
8.777774800000001321e+00 -4.236659999999999870e-01
4.247661970000000764e+01 6.150869999999999393e-01
1.739400669999999849e+01 8.056989999999999430e-01
1.913270380000000159e+01 -1.019459600000000021e+00
3.439964904999999931e+02 -1.056315200000000010e+00
3.583967896000000337e+02 6.386990000000000167e-01
1.736024670000000114e+01 1.066687899999999800e+00
3.153523865000000228e+02 6.426260000000000305e-01
5.479370120000000099e+01 4.879590000000000316e-01
3.341967162999999914e+02 -2.227570000000000106e-01
1.937137600000000148e+01 3.635019999999999918e-01
3.537691040000000271e+02 2.973770000000000024e-01
1.181884190000000068e+01 3.879119999999999790e-01
2.113647459999999967e+01 3.843820000000000014e-01
1.003752800000000001e+01 6.836399999999999144e-01
3.273424987999999871e+02 5.704120000000000301e-01
1.208156009999999903e+01 -3.470889999999999809e-01
3.133283386000000519e+02 6.022469000000000294e-01
3.473352051000000529e+02 9.917340000000000044e-01
3.105438610000000210e+01 -1.084897000000000000e+00
3.137222595000000069e+02 9.526930000000000121e-01
3.371734923999999864e+02 3.716150000000000286e-01
1.278363899999999909e+01 1.546049999999999924e-01
3.175834351000000311e+02 -1.222252000000000116e+00
3.252167663999999832e+02 -1.628830000000000000e-01
2.411873049999999807e+01 -6.717579999999999663e-01
2.302593989999999735e+01 -9.480961999999999446e-01
8.563029300000000177e+00 -1.300359999999999849e-01
3.575116577000000007e+02 -8.924869000000000829e-01
3.445242003999999838e+02 -6.212889999999999802e-01
1.472253889999999998e+01 7.011609999999999232e-01
3.147677001999999788e+02 2.505580000000000029e-01
3.385895691000000056e+02 -3.355839999999999934e-01
3.274203491000000668e+02 3.227999999999999758e-01
3.456000061000000301e+02 8.148999999999999577e-01
3.094646912000000043e+02 2.986320000000000086e-01
3.413508301000000529e+02 -1.022182900000000005e+00
2.411873049999999807e+01 -6.717579999999999663e-01
3.509808350000000132e+02 5.972680000000000211e-01
3.123226928999999359e+02 -4.406899999999999706e-01
3.455969848999999954e+02 -1.167411799999999999e+00
3.263102111999999693e+02 -4.977020000000000333e-01
3.449946898999999689e+02 -1.871059999999999945e-01
2.963177299999999903e+01 5.195689999999999475e-01
3.640966799999999637e+01 2.784920000000000173e-01
5.260101700000000591e+01 6.996909999999999519e-01
3.152740172999999686e+02 -1.191910000000000053e-01
2.356884570000000068e+01 1.219069999999999876e-01
4.113707349999999963e+01 7.721329000000000109e-01
3.563936461999999779e+02 -2.482699999999999907e-01
5.089918519999999802e+01 -8.759378000000000997e-01
8.285500500000001267e+00 -7.256660000000000332e-01
5.892101670000000269e+01 -9.727829999999999533e-01
3.100638428000000317e+02 7.931620000000000337e-01
2.576345060000000231e+01 -7.316708000000000656e-01
3.466755066000000056e+02 2.297919999999999963e-01
5.543583680000000413e+01 -7.276590000000000558e-01
1.707061000000000206e+01 5.674350000000000227e-01
4.815404509999999760e+01 -1.228641000000000094e+00
2.500530619999999971e+01 5.976310000000000233e-01
7.716983800000000393e+00 -6.375569999999999293e-01
3.304729003999999577e+02 -1.145120000000000138e+00
3.221947936999999911e+02 9.612959999999999283e-01
3.203856811999999650e+02 1.131415000000000060e+00
3.262157593000000588e+02 -1.255663999999999891e+00
1.169970990000000022e+01 -1.048479999999999968e-01
3.597481078999999795e+02 1.076046199999999953e+00
3.163776854999999841e+02 -9.785722000000000032e-01
1.278363899999999909e+01 1.546049999999999924e-01
3.093359680000000367e+02 -5.159139999999999837e-01
2.560334010000000049e+01 -9.966299999999999049e-01
3.265750122000000033e+02 -1.250887000000000082e+00
2.671594999999999942e+01 -8.559409999999999519e-01
5.613831709999999475e+01 -7.364848000000000505e-01
1.181884190000000068e+01 3.879119999999999790e-01
3.588294372999999950e+02 -4.779390000000000582e-01
3.591643140000000045e+01 1.142924999999999969e+00
3.367206599999999828e+00 5.599520000000000053e-01
4.824069599999999980e+01 3.839639999999999720e-01
3.505213928000000578e+02 1.017433999999999950e+00
3.203006896999999640e+02 3.502929999999999655e-01
4.994526670000000479e+01 1.005209999999999937e+00
6.309752900000000331e+00 1.182324399999999942e+00
3.491900023999999689e+02 5.343620000000000037e-01
3.309406127999999967e+02 9.880370000000000541e-01
2.575214960000000275e+01 1.232454899999999798e+00
7.106652300000000366e+00 5.833880000000000177e-01
3.134017943999999716e+02 5.738522000000000345e-01
1.163555899999999976e+00 -5.292989999999999640e-01
3.591073913999999832e+02 7.724439999999999085e-01
3.452403563999999960e+02 -3.507179999999999742e-01
5.381497569999999797e+01 4.835829999999999851e-01
4.377470779999999451e+01 2.463380000000000014e-01
9.039184599999998682e+00 -1.023023000000000016e+00
4.477186970000000343e+01 3.543729999999999936e-01
3.370514832000000069e+02 -6.479501999999999207e-01
7.541917800000000227e+00 -9.583011999999998531e-01
3.253458861999999954e+02 -2.280189999999999995e-01
5.479370120000000099e+01 4.879590000000000316e-01
4.762867360000000616e+01 4.986200000000000354e-02
2.607956900000000022e+00 9.132379999999998832e-01
7.297161099999999401e+00 1.027839999999999865e+00
4.809219739999999632e+01 5.831930000000000724e-01
2.113647459999999967e+01 3.843820000000000014e-01
3.224411011000000258e+02 5.348659999999999526e-01
8.563029300000000177e+00 -1.300359999999999849e-01
4.247661970000000764e+01 6.150869999999999393e-01
3.591073913999999832e+02 7.724439999999999085e-01
3.114002075000000218e+02 -1.062428700000000115e+00
1.937050629999999884e+01 1.087147199999999980e+00
2.412173500000000193e+00 1.713790000000000036e-01
3.159299621999999772e+02 1.819220000000000004e-01
2.451901050000000026e+01 -8.295099999999999696e-02
1.611186790000000002e+01 -5.806329000000001184e-01
3.577138977000000182e+02 -8.457100000000000728e-02
1.540634819999999827e+01 -3.594360000000000332e-01
3.534416198999999779e+02 -1.452869999999999995e-01
3.135184936999999650e+02 -1.250700000000000145e-01
3.108853455000000281e+02 -3.707320000000000060e-01
5.603439709999999963e+01 -5.182970000000000077e-01
3.506608886999999868e+02 3.586199999999999805e-02
5.935214000000000212e+00 -3.813469999999999915e-01
2.726735689999999579e+01 6.166709999999999692e-01
3.108458861999999954e+02 -2.891239999999999921e-01
3.119209289999999868e+01 9.669409999999999394e-01
2.683296010000000109e+01 -2.318650000000000155e-01
4.129013060000000479e+01 -1.195042300000000113e+00
5.365301130000000285e+01 9.815580000000000416e-01
2.801021959999999922e+01 9.933899999999999952e-01
3.318678284000000076e+02 9.903000000000000344e-03
1.255740830000000052e+01 -4.129100000000000548e-01
3.307123718000000281e+02 7.369588000000000250e-01
2.467015650000000093e+01 -4.874770000000000492e-01
5.769733050000000674e+01 6.315900000000000680e-02
8.651577900000001264e+00 -1.235670000000000102e-01
3.104432982999999808e+02 -3.956350000000000144e-01
3.195937805000000367e+02 2.406570000000000098e-01
3.159299621999999772e+02 1.819220000000000004e-01
3.155928954999999974e+02 7.980300000000000171e-01
3.085461121000000162e+02 -5.576999999999999735e-01
4.825593189999999311e+01 1.099486799999999986e+00
3.319293823000000430e+02 3.672520000000000229e-01
1.278363899999999909e+01 1.546049999999999924e-01
9.016656900000000974e+00 6.380500000000000060e-01
4.815404509999999760e+01 -1.228641000000000094e+00
3.517112731999999937e+02 -3.726789999999999825e-01
3.385895691000000056e+02 -3.355839999999999934e-01
3.853759000000000157e+01 8.542229999999999546e-01
3.530578308000000334e+02 -9.089719999999998912e-01
3.140972899999999868e+02 5.955660000000000398e-01
3.262337490000000173e+01 -1.076417199999999852e+00
